text,intent,sentiment
"I am very angry about this! I cancelled ZENDEnterprise Dedicated within 7 days, please process my refund.",Refund,Angry
I cannot believe this! My bill shows $48 but I should be charged less.,Billing,Angry
Great service so far! I am unable to make calls on Prepaid Plus plan.,Technical,Happy
I filed a complaint 2 weeks ago and got no response. Fix this now or I will switch providers!,Complaint,Angry
"I was charged $60 wrongly, I need a refund.",Refund,Neutral
Thank you ZENDS! I want to escalate my complaint regarding ZENDFiber Home 100Mbps.,Complaint,Happy
I want to escalate my complaint regarding ZENDFiber Home 100Mbps. This has gone too far!,Complaint,Angry
My ZENDFleet IoT connection is unstable since 5 days. This has gone too far!,Technical,Angry
Great service so far! Cloud service Postpaid Silver is showing downtime.,Technical,Happy
My issue with ZENDArchive Storage has not been resolved since 2 weeks. Thank you for the excellent support!,Complaint,Happy
This is ridiculous! I keep getting transferred between agents with no help.,Complaint,Angry
"I cancelled ZENDOffice Net 500 within 7 days, please process my refund. Thank you for your assistance.",Refund,Neutral
I was promised a resolution in 1 month but nothing happened.,Complaint,Neutral
Kindly help me with My bill shows $30 but I should be charged less.,Billing,Neutral
Please provide information about I keep getting transferred between agents with no help.,Complaint,Neutral
I keep getting transferred between agents with no help. I expect an urgent response!,Complaint,Angry
Please escalate my refund request for Prepaid Unlimited.,Refund,Neutral
Great service so far! My refund was rejected but I meet all the criteria.,Refund,Happy
I cannot believe this! What is the data limit for ZENDBiz Connect 100 plan?,Product Inquiry,Angry
My auto-payment failed for ZENDCloud VM Basic plan.,Billing,Neutral
Thank you ZENDS! I was double charged for ZENDCloud VM Pro this month.,Billing,Happy
My ZENDOffice Net 200 data speed is very slow. Truly satisfied customer here!,Technical,Happy
I was charged $30 but my plan is only $30. Please let me know the details.,Billing,Neutral
Tell me about ZENDCloud VM plans and pricing. Thank you for your assistance.,Product Inquiry,Neutral
What is included in the Enterprise Dedicated support?,Product Inquiry,Neutral
What IoT solutions does ZENDS offer for smart cities? Looking forward to more great service!,Product Inquiry,Happy
ZENDS service has been very disappointing lately. Fix this now or I will switch providers!,Complaint,Angry
I am unable to make calls on ZENDArchive Storage plan. This is completely unacceptable!,Technical,Angry
Why was $60 deducted without any notice? Truly satisfied customer here!,Billing,Happy
My complaint ticket TKT65392 has been ignored. Kindly look into this matter.,Complaint,Neutral
Your service is amazing! What are the features of ZENDCloud VM Basic plan?,Product Inquiry,Happy
My ticket TKT52504 regarding refund has no update.,Refund,Neutral
Why is my refund taking more than 3 days?,Refund,Neutral
Can I get a detailed breakdown of my Postpaid Gold charges? Keep up the great work!,Billing,Happy
I am eligible for a refund as per ZENDS policy. Truly satisfied customer here!,Refund,Happy
What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Neutral
This is outrageous! The ZENDOffice Net 500 app is crashing on my device.,Technical,Angry
I am very satisfied! Why is my bill so high this month for ZENDFiber Home 1Gbps?,Billing,Happy
Thank you ZENDS! I cannot connect to ZENDCloud VM Pro service at all.,Technical,Happy
Can I add family members to my ZENDBiz Connect 100 plan? I demand an immediate resolution!,Product Inquiry,Angry
I am extremely frustrated! Does ZENDS offer any discount for annual payment?,Product Inquiry,Angry
"I am happy with ZENDS! I was charged $200 wrongly, I need a refund.",Refund,Happy
Great service so far! I cannot connect to ZENDBiz Connect 100 service at all.,Technical,Happy
I have been waiting for 2 weeks with no resolution. Thank you for the excellent support!,Complaint,Happy
Thank you ZENDS! My refund for Prepaid Unlimited has not been processed yet.,Refund,Happy
I filed a complaint 1 week ago and got no response. I expect an urgent response!,Complaint,Angry
I am extremely frustrated! My refund was rejected but I meet all the criteria.,Refund,Angry
My ZENDFleet IoT connection is unstable since 1 month. This has gone too far!,Technical,Angry
I am extremely frustrated! I cannot connect to ZENDFiber Home 1Gbps service at all.,Technical,Angry
Your service is amazing! There is an incorrect charge of $60 on my account.,Billing,Happy
"Hi, I love ZENDS service! The ZENDEnterprise Dedicated app is crashing on my device.",Technical,Happy
Your service is amazing! The ZENDOffice Net 200 app is crashing on my device.,Technical,Happy
Please provide information about Cloud service Postpaid Platinum is showing downtime.,Technical,Neutral
What are the features of ZENDOffice Net 200 plan?,Product Inquiry,Neutral
It has been 3 days and I still have not received my refund. Awaiting your response.,Refund,Neutral
I was double charged for Prepaid Unlimited this month.,Billing,Neutral
My ZENDFiber Home 100Mbps connection keeps dropping every few minutes. Please respond at your earliest convenience.,Technical,Neutral
Great service so far! Can I upgrade from ZENDOffice Net 1G to a higher plan?,Product Inquiry,Happy
Can I add family members to my ZENDBiz Connect 500 plan?,Product Inquiry,Neutral
"Hi, I love ZENDS service! My Prepaid Unlimited connection keeps dropping every few minutes.",Technical,Happy
I am extremely frustrated! I have been waiting for 2 weeks with no resolution.,Complaint,Angry
My refund for ZENDIndustrial Sensor has not been processed yet.,Refund,Neutral
I am fed up with ZENDS! My router for Postpaid Gold is not responding.,Technical,Angry
I would like to know The Postpaid Gold app is crashing on my device.,Technical,Neutral
Why was $48 deducted without any notice?,Billing,Neutral
My enterprise account ACC50306 has wrong billing details. ZENDS never disappoints!,Billing,Happy
"I was charged $48 wrongly, I need a refund. Looking forward to more great service!",Refund,Happy
The ZENDIndustrial Sensor app is crashing on my device. Truly satisfied customer here!,Technical,Happy
I am very unhappy with the service quality of ZENDFiber Home 100Mbps. ZENDS is the best provider!,Complaint,Happy
Can I get a detailed breakdown of my ZENDEnterprise Ultra charges?,Billing,Neutral
"I did not use Prepaid Unlimited at all, please refund $30. I demand an immediate resolution!",Refund,Angry
Great service so far! I filed a complaint 1 week ago and got no response.,Complaint,Happy
I really enjoy using ZENDS! Can you explain the charges on my ACC30730 account?,Billing,Happy
I am very satisfied! Please clarify the tax charges on my ZENDBiz Connect 500 plan.,Billing,Happy
Could you clarify My router for ZENDEnterprise Ultra is not responding.,Technical,Neutral
I cancelled my ZENDBiz Connect 100 plan but no refund was given.,Refund,Neutral
Can I add family members to my ZENDSmart Parking plan? ZENDS is the best provider!,Product Inquiry,Happy
I am very satisfied! It has been 5 days and I still have not received my refund.,Refund,Happy
My Postpaid Gold connection is unstable since 3 days. Please provide an update.,Technical,Neutral
Can I get a detailed breakdown of my ZENDSmart Lighting charges? I would appreciate your help.,Billing,Neutral
This is outrageous! What is the SLA for Prepaid Unlimited enterprise plan?,Product Inquiry,Angry
Could you clarify I need a refund for the unused portion of ZENDCloud VM Pro.,Refund,Neutral
Tell me about ZENDCloud VM plans and pricing. Fix this now or I will switch providers!,Product Inquiry,Angry
Why is my refund taking more than 1 week?,Refund,Neutral
I am extremely frustrated with ZENDS customer support.,Complaint,Neutral
There is an incorrect charge of $100 on my account. This is completely unacceptable!,Billing,Angry
Please escalate my refund request for ZENDFiber Home 100Mbps.,Refund,Neutral
I have not received my bill for the past 1 month.,Billing,Neutral
My refund for ZENDArchive Storage has not been processed yet. This has gone too far!,Refund,Angry
I am very angry about this! Does Prepaid Unlimited support international roaming?,Product Inquiry,Angry
I want to understand My ZENDOffice Net 500 data speed is very slow.,Technical,Neutral
I need a refund for the unused portion of ZENDEnterprise Dedicated. ZENDS is the best provider!,Refund,Happy
Could you clarify Can I get a bundle offer for mobile and broadband?,Product Inquiry,Neutral
I filed a complaint 1 week ago and got no response. I expect an urgent response!,Complaint,Angry
I cannot believe this! I have been waiting for 5 days with no resolution.,Complaint,Angry
Does ZENDS offer any discount for annual payment?,Product Inquiry,Neutral
"This is the worst service ever! I was charged $120 wrongly, I need a refund.",Refund,Angry
My ZENDStorage 1TB eSIM is not activating.,Technical,Neutral
I am very angry about this! There is an incorrect charge of $30 on my account.,Billing,Angry
My ZENDCloud VM Pro connection keeps dropping every few minutes.,Technical,Neutral
Please provide information about My complaint ticket TKT38893 has been ignored.,Complaint,Neutral
ZENDS service has been very disappointing lately. Kindly look into this matter.,Complaint,Neutral
Does ZENDS offer any discount for annual payment?,Product Inquiry,Neutral
ZENDS has been wonderful! Your SLA was breached for my account ACC31174.,Complaint,Happy
Can you please help me with I cancelled my ZENDEnterprise Dedicated plan but no refund was given.,Refund,Neutral
ZENDS has been wonderful! My enterprise account ACC16175 has wrong billing details.,Billing,Happy
I keep getting transferred between agents with no help. ZENDS never disappoints!,Complaint,Happy
I am very satisfied! My enterprise account ACC93748 has wrong billing details.,Billing,Happy
"Hi, I love ZENDS service! I was charged $100 wrongly, I need a refund.",Refund,Happy
Nobody from ZENDS has followed up on my issue. ZENDS never disappoints!,Complaint,Happy
I cannot believe this! Why is my bill so high this month for ZENDOffice Net 1G?,Billing,Angry
Your service is amazing! My IoT device Postpaid Silver is not sending data.,Technical,Happy
Great service so far! Does ZENDS offer any discount for annual payment?,Product Inquiry,Happy
I have been waiting for 5 days with no resolution. ZENDS is the best provider!,Complaint,Happy
My ZENDIndustrial Sensor connection keeps dropping every few minutes. Very happy with the service!,Technical,Happy
Thank you ZENDS! My ZENDStorage 1TB internet is not working since 3 days.,Technical,Happy
I cancelled my ZENDArchive Storage plan but no refund was given. I expect an urgent response!,Refund,Angry
